               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.074939,            0.042832,            0.063799,             0.32876,             0.12239,            0.085714,            0.030483,            0.055522,            0.024905,            0.044697,            0.070058,           0.0033269,           0.0033269
                   1,            0.057562,            0.038041,            0.043658,             0.25343,             0.32124,             0.23351,            0.097938,            0.049867,            0.023122,            0.028623,            0.039992,           0.0065943,           0.0065943
                   2,            0.055113,            0.037281,            0.035549,             0.36011,             0.35624,              0.2775,             0.12112,            0.049832,            0.023962,            0.026368,             0.00986,           0.0097957,           0.0097957
                   3,            0.052515,            0.038019,            0.033603,             0.37729,             0.36029,             0.30013,             0.13262,            0.047663,            0.024159,            0.026302,            0.009703,            0.009703,            0.009703
                   4,            0.049623,            0.037863,            0.030953,             0.41791,             0.39683,             0.36376,             0.17163,             0.04452,            0.025929,            0.022551,            0.009703,            0.009703,            0.009703
                   5,            0.048079,            0.037329,            0.028647,             0.46575,             0.42098,             0.42351,             0.21141,            0.043856,            0.023078,            0.021278,            0.009604,            0.009604,            0.009604
                   6,            0.046647,            0.036609,            0.027106,             0.48881,             0.43271,             0.42574,              0.2148,            0.042733,            0.022648,            0.020207,            0.009505,            0.009505,            0.009505
                   7,            0.045929,            0.036592,             0.02615,             0.54747,             0.50559,             0.51732,             0.26901,            0.040871,            0.022413,               0.017,            0.009406,            0.009406,            0.009406
                   8,            0.045047,            0.036766,            0.024997,             0.53594,             0.51704,             0.51746,             0.27828,            0.040946,            0.021951,            0.017032,            0.009307,            0.009307,            0.009307
                   9,            0.044796,            0.036458,             0.02457,             0.56414,             0.52447,             0.53823,             0.28827,            0.040033,            0.021617,            0.015714,            0.009208,            0.009208,            0.009208
