               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  61,            0.036487,            0.031815,            0.012671,             0.74731,              0.6988,             0.76139,              0.4911,            0.032989,            0.018895,           0.0074521,             0.00406,             0.00406,             0.00406
                  62,            0.036498,            0.032159,            0.012531,             0.74555,             0.70053,             0.76195,             0.49203,            0.032962,            0.018887,           0.0074225,            0.003961,            0.003961,            0.003961
                  63,            0.036455,            0.032157,            0.012495,             0.74933,             0.69804,             0.76218,             0.49278,            0.032938,            0.018878,           0.0073978,            0.003862,            0.003862,            0.003862
                  64,            0.036216,            0.031752,            0.012291,             0.74799,             0.70003,             0.76251,              0.4935,            0.032921,            0.018872,           0.0073707,            0.003763,            0.003763,            0.003763
                  65,            0.036378,            0.031912,            0.012234,             0.74898,             0.70045,              0.7631,             0.49399,            0.032912,            0.018863,           0.0073457,            0.003664,            0.003664,            0.003664
                  66,            0.036031,            0.031656,            0.012167,             0.75141,             0.70168,             0.76348,             0.49465,            0.032906,            0.018853,           0.0073223,            0.003565,            0.003565,            0.003565
                  67,            0.035862,            0.031827,            0.012055,              0.7495,             0.70345,             0.76424,             0.49483,              0.0329,            0.018841,           0.0073074,            0.003466,            0.003466,            0.003466
                  68,            0.035807,             0.03179,            0.012046,             0.75377,             0.69971,             0.76413,             0.49528,            0.032882,             0.01883,           0.0072984,            0.003367,            0.003367,            0.003367
                  69,            0.035806,            0.031455,            0.012006,             0.75439,              0.6993,             0.76454,             0.49579,            0.032866,            0.018818,           0.0072921,            0.003268,            0.003268,            0.003268
                  70,            0.035731,            0.031482,            0.011857,             0.75397,             0.70062,             0.76443,             0.49583,            0.032851,            0.018812,           0.0072741,            0.003169,            0.003169,            0.003169
                  71,            0.035669,            0.031279,            0.011746,             0.75244,             0.70293,             0.76489,             0.49608,            0.032838,            0.018804,            0.007258,             0.00307,             0.00307,             0.00307
                  72,            0.035713,            0.031408,            0.011748,             0.75066,             0.70692,              0.7652,             0.49654,            0.032823,            0.018801,           0.0072418,            0.002971,            0.002971,            0.002971
                  73,            0.035596,            0.031304,             0.01167,             0.74998,             0.70738,             0.76521,             0.49687,            0.032814,            0.018799,           0.0072345,            0.002872,            0.002872,            0.002872
                  74,            0.035314,            0.031091,            0.011417,             0.75169,             0.70784,             0.76528,             0.49738,            0.032804,            0.018794,           0.0072321,            0.002773,            0.002773,            0.002773
                  75,            0.035209,            0.031247,            0.011378,             0.75207,             0.70844,             0.76556,              0.4976,            0.032795,             0.01879,            0.007228,            0.002674,            0.002674,            0.002674
                  76,            0.035208,            0.031292,            0.011381,             0.75262,             0.70924,             0.76563,             0.49801,            0.032788,            0.018786,           0.0072227,            0.002575,            0.002575,            0.002575
                  77,            0.034758,            0.030838,            0.011085,             0.75427,             0.70835,             0.76566,             0.49805,             0.03278,            0.018782,           0.0072178,            0.002476,            0.002476,            0.002476
                  78,            0.034787,            0.031049,            0.011037,             0.75603,             0.70757,             0.76575,             0.49839,             0.03277,            0.018776,           0.0072141,            0.002377,            0.002377,            0.002377
                  79,            0.034907,            0.030804,            0.011047,             0.75633,             0.70785,             0.76599,             0.49913,            0.032762,            0.018773,           0.0072178,            0.002278,            0.002278,            0.002278
                  80,            0.034772,            0.030963,            0.010823,             0.75525,             0.70799,              0.7656,             0.49906,            0.032758,            0.018767,            0.007212,            0.002179,            0.002179,            0.002179
